ensembl_id	ensembl_base	gene_symbol
ENSG00000240694.8	ENSG00000240694	PNMA2
ENSG00000240764.3	ENSG00000240764	PCDHGC5
ENSG00000240771.6	ENSG00000240771	ARHGEF25
ENSG00000240849.10	ENSG00000240849	TMEM189
ENSG00000240857.1	ENSG00000240857	RDH14
ENSG00000240859.1	ENSG00000240859	AC093627.4
ENSG00000240875.5	ENSG00000240875	LINC00886
ENSG00000240891.7	ENSG00000240891	PLCXD2
ENSG00000240972.1	ENSG00000240972	MIF
ENSG00000241015.2	ENSG00000241015	TPM3P9
ENSG00000241058.3	ENSG00000241058	NSUN6
ENSG00000241127.7	ENSG00000241127	YAE1D1
ENSG00000241163.7	ENSG00000241163	LINC00877
ENSG00000241231.1	ENSG00000241231	AC022294.1
ENSG00000241258.6	ENSG00000241258	CRCP
ENSG00000241288.7	ENSG00000241288	AC092902.2
ENSG00000241316.6	ENSG00000241316	SUCLG2-AS1
ENSG00000241343.9	ENSG00000241343	RPL36A
ENSG00000241360.1	ENSG00000241360	PDXP
ENSG00000241370.5	ENSG00000241370	RPP21
ENSG00000241399.6	ENSG00000241399	CD302
ENSG00000241404.6	ENSG00000241404	EGFL8
ENSG00000241468.7	ENSG00000241468	ATP5J2
ENSG00000241472.6	ENSG00000241472	PTPRG-AS1
ENSG00000241484.9	ENSG00000241484	ARHGAP8
ENSG00000241489.7	ENSG00000241489	AC244197.3
ENSG00000241506.1	ENSG00000241506	PSMC1P1
ENSG00000241549.8	ENSG00000241549	GUSBP2
ENSG00000241553.12	ENSG00000241553	ARPC4
ENSG00000241563.3	ENSG00000241563	CORT
ENSG00000241570.8	ENSG00000241570	PAQR9-AS1
ENSG00000241644.2	ENSG00000241644	INMT
ENSG00000241684.5	ENSG00000241684	ADAMTS9-AS2
ENSG00000241685.9	ENSG00000241685	ARPC1A
ENSG00000241697.4	ENSG00000241697	TMEFF1
ENSG00000241769.7	ENSG00000241769	LINC00893
ENSG00000241837.6	ENSG00000241837	ATP5O
ENSG00000241839.9	ENSG00000241839	PLEKHO2
ENSG00000241852.9	ENSG00000241852	C8orf58
ENSG00000241860.6	ENSG00000241860	AL627309.5
ENSG00000241878.11	ENSG00000241878	PISD
ENSG00000241935.8	ENSG00000241935	HOGA1
ENSG00000241945.7	ENSG00000241945	PWP2
ENSG00000241956.9	ENSG00000241956	AC109466.1
ENSG00000241962.9	ENSG00000241962	AC079447.1
ENSG00000241973.10	ENSG00000241973	PI4KA
ENSG00000241978.9	ENSG00000241978	AKAP2
ENSG00000241990.5	ENSG00000241990	PRR34-AS1
ENSG00000242028.6	ENSG00000242028	HYPK
ENSG00000242082.1	ENSG00000242082	SLC5A4-AS1
ENSG00000242086.8	ENSG00000242086	LINC00969
ENSG00000242110.7	ENSG00000242110	AMACR
ENSG00000242114.5	ENSG00000242114	MTFP1
ENSG00000242125.3	ENSG00000242125	SNHG3
ENSG00000242173.8	ENSG00000242173	ARHGDIG
ENSG00000242193.10	ENSG00000242193	AL359075.1
ENSG00000242220.6	ENSG00000242220	TCP10L
ENSG00000242247.10	ENSG00000242247	ARFGAP3
ENSG00000242252.1	ENSG00000242252	BGLAP
ENSG00000242259.8	ENSG00000242259	C22orf39
ENSG00000242265.5	ENSG00000242265	PEG10
ENSG00000242288.9	ENSG00000242288	AC022400.3
ENSG00000242294.6	ENSG00000242294	STAG3L5P
ENSG00000242372.6	ENSG00000242372	EIF6
ENSG00000242419.5	ENSG00000242419	PCDHGC4
ENSG00000242485.5	ENSG00000242485	MRPL20
ENSG00000242498.7	ENSG00000242498	ARPIN
ENSG00000242574.8	ENSG00000242574	HLA-DMB
ENSG00000242588.5	ENSG00000242588	AC108010.1
ENSG00000242612.6	ENSG00000242612	DECR2
ENSG00000242615.1	ENSG00000242615	AC022415.1
ENSG00000242616.3	ENSG00000242616	GNG10
ENSG00000242686.4	ENSG00000242686	AC107464.1
ENSG00000242687.2	ENSG00000242687	AC004893.2
ENSG00000242689.2	ENSG00000242689	CNTF
ENSG00000242715.7	ENSG00000242715	CCDC169
ENSG00000242732.4	ENSG00000242732	RTL5
ENSG00000242759.6	ENSG00000242759	LINC00882
ENSG00000242779.6	ENSG00000242779	ZNF702P
ENSG00000242802.6	ENSG00000242802	AP5Z1
ENSG00000242808.7	ENSG00000242808	SOX2-OT
ENSG00000242852.6	ENSG00000242852	ZNF709
ENSG00000242866.9	ENSG00000242866	STRC
ENSG00000243024.6	ENSG00000243024	AC012158.1
ENSG00000243056.1	ENSG00000243056	EIF4EBP3
ENSG00000243069.7	ENSG00000243069	ARHGEF26-AS1
ENSG00000243147.7	ENSG00000243147	MRPL33
ENSG00000243156.7	ENSG00000243156	MICAL3
ENSG00000243232.4	ENSG00000243232	PCDHAC2
ENSG00000243244.5	ENSG00000243244	STON1
ENSG00000243279.3	ENSG00000243279	PRAF2
ENSG00000243302.3	ENSG00000243302	AC018638.4
ENSG00000243317.7	ENSG00000243317	C7orf73
ENSG00000243335.9	ENSG00000243335	KCTD7
ENSG00000243364.7	ENSG00000243364	EFNA4
ENSG00000243406.6	ENSG00000243406	MRPS31P5
ENSG00000243414.5	ENSG00000243414	TICAM2
ENSG00000243422.2	ENSG00000243422	RPL23AP49
ENSG00000243444.7	ENSG00000243444	PALM2
ENSG00000243449.6	ENSG00000243449	C4orf48
ENSG00000243477.5	ENSG00000243477	NAT6
ENSG00000243509.4	ENSG00000243509	TNFRSF6B
ENSG00000243646.9	ENSG00000243646	IL10RB
ENSG00000243649.8	ENSG00000243649	CFB
ENSG00000243660.9	ENSG00000243660	ZNF487
ENSG00000243667.6	ENSG00000243667	WDR92
ENSG00000243678.11	ENSG00000243678	NME2
ENSG00000243679.1	ENSG00000243679	AC018638.5
ENSG00000243696.4	ENSG00000243696	AC006254.1
ENSG00000243701.5	ENSG00000243701	DUBR
ENSG00000243708.10	ENSG00000243708	PLA2G4B
ENSG00000243709.1	ENSG00000243709	LEFTY1
ENSG00000243710.7	ENSG00000243710	CFAP57
ENSG00000243716.10	ENSG00000243716	NPIPB5
ENSG00000243725.6	ENSG00000243725	TTC4
ENSG00000243749.1	ENSG00000243749	TMEM35B
ENSG00000243753.5	ENSG00000243753	HLA-L
ENSG00000243789.10	ENSG00000243789	JMJD7
ENSG00000243902.6	ENSG00000243902	ELFN2
ENSG00000243927.5	ENSG00000243927	MRPS6
ENSG00000243943.9	ENSG00000243943	ZNF512
ENSG00000243978.8	ENSG00000243978	RTL9
ENSG00000243989.8	ENSG00000243989	ACY1
ENSG00000244005.12	ENSG00000244005	NFS1
ENSG00000244026.6	ENSG00000244026	FAM86DP
ENSG00000244038.9	ENSG00000244038	DDOST
ENSG00000244040.5	ENSG00000244040	IL12A-AS1
ENSG00000244041.7	ENSG00000244041	LINC01011
ENSG00000244045.12	ENSG00000244045	TMEM199
ENSG00000244055.1	ENSG00000244055	AC007566.1
ENSG00000244115.1	ENSG00000244115	DNAJC25-GNG10
ENSG00000244119.1	ENSG00000244119	PDCL3P4
ENSG00000244165.1	ENSG00000244165	P2RY11
ENSG00000244187.7	ENSG00000244187	TMEM141
ENSG00000244219.6	ENSG00000244219	TMEM225B
ENSG00000244242.1	ENSG00000244242	IFITM10
ENSG00000244257.5	ENSG00000244257	PKD1P1
ENSG00000244270.1	ENSG00000244270	AL139099.1
ENSG00000244274.7	ENSG00000244274	DBNDD2
ENSG00000244300.2	ENSG00000244300	GATA2-AS1
ENSG00000244306.10	ENSG00000244306	DUXAP10
ENSG00000244405.7	ENSG00000244405	ETV5
ENSG00000244462.7	ENSG00000244462	RBM12
ENSG00000244486.8	ENSG00000244486	SCARF2
ENSG00000244509.3	ENSG00000244509	APOBEC3C
ENSG00000244560.6	ENSG00000244560	AC004890.2
ENSG00000244607.5	ENSG00000244607	CCDC13
ENSG00000244617.2	ENSG00000244617	ASPRV1
ENSG00000244625.5	ENSG00000244625	MIATNB
ENSG00000244627.5	ENSG00000244627	Z98749.2
ENSG00000244682.7	ENSG00000244682	FCGR2C
ENSG00000244687.11	ENSG00000244687	UBE2V1
ENSG00000244694.7	ENSG00000244694	PTCHD4
ENSG00000244731.7	ENSG00000244731	C4A
ENSG00000244734.3	ENSG00000244734	HBB
ENSG00000244754.8	ENSG00000244754	N4BP2L2
ENSG00000244879.6	ENSG00000244879	GABPB1-AS1
ENSG00000244968.6	ENSG00000244968	LIFR-AS1
ENSG00000245060.6	ENSG00000245060	LINC00847
ENSG00000245146.6	ENSG00000245146	LINC01024
ENSG00000245149.3	ENSG00000245149	RNF139-AS1
ENSG00000245213.6	ENSG00000245213	AC105285.1
ENSG00000245498.6	ENSG00000245498	AP000866.1
ENSG00000245526.10	ENSG00000245526	LINC00461
ENSG00000245532.7	ENSG00000245532	NEAT1
ENSG00000245552.6	ENSG00000245552	AP000787.1
ENSG00000245556.2	ENSG00000245556	SCAMP1-AS1
ENSG00000245571.6	ENSG00000245571	AP001258.1
ENSG00000245573.7	ENSG00000245573	BDNF-AS
ENSG00000245680.9	ENSG00000245680	ZNF585B
ENSG00000245750.7	ENSG00000245750	DRAIC
ENSG00000245848.2	ENSG00000245848	CEBPA
ENSG00000245849.6	ENSG00000245849	RAD51-AS1
ENSG00000245910.8	ENSG00000245910	SNHG6
ENSG00000245937.7	ENSG00000245937	LINC01184
ENSG00000245958.6	ENSG00000245958	AC093752.1
ENSG00000246022.2	ENSG00000246022	ALDH1L1-AS2
ENSG00000246067.7	ENSG00000246067	RAB30-AS1
ENSG00000246089.3	ENSG00000246089	AC016065.1
ENSG00000246100.3	ENSG00000246100	LINC00900
ENSG00000246174.7	ENSG00000246174	KCTD21-AS1
ENSG00000246223.8	ENSG00000246223	LINC01550
ENSG00000246263.2	ENSG00000246263	UBR5-AS1
ENSG00000246273.6	ENSG00000246273	SBF2-AS1
ENSG00000246363.2	ENSG00000246363	LINC02458
ENSG00000246375.2	ENSG00000246375	AC107067.1
ENSG00000246379.6	ENSG00000246379	AC007495.1
ENSG00000246523.7	ENSG00000246523	AP001528.1
ENSG00000246560.2	ENSG00000246560	AC018797.2
ENSG00000246596.6	ENSG00000246596	AC139795.1
ENSG00000246695.7	ENSG00000246695	RASSF8-AS1
ENSG00000246705.4	ENSG00000246705	H2AFJ
ENSG00000246731.2	ENSG00000246731	MGC16275
ENSG00000246922.8	ENSG00000246922	UBAP1L
ENSG00000246982.6	ENSG00000246982	Z84485.1
ENSG00000247077.6	ENSG00000247077	PGAM5
ENSG00000247081.7	ENSG00000247081	BAALC-AS1
ENSG00000247092.6	ENSG00000247092	SNHG10
ENSG00000247095.2	ENSG00000247095	MIR210HG
ENSG00000247121.6	ENSG00000247121	AC009126.1
ENSG00000247134.6	ENSG00000247134	AC090204.1
ENSG00000247137.8	ENSG00000247137	AP000873.2
ENSG00000247157.6	ENSG00000247157	LINC01252
ENSG00000247199.3	ENSG00000247199	AC091948.1
ENSG00000247240.7	ENSG00000247240	UBL7-AS1
ENSG00000247271.6	ENSG00000247271	ZBED5-AS1
ENSG00000247315.3	ENSG00000247315	ZCCHC3
ENSG00000247317.3	ENSG00000247317	AC105202.1
ENSG00000247400.3	ENSG00000247400	DNAJC3-AS1
ENSG00000247516.6	ENSG00000247516	MIR4458HG
ENSG00000247556.6	ENSG00000247556	OIP5-AS1
ENSG00000247572.7	ENSG00000247572	CKMT2-AS1
ENSG00000247596.8	ENSG00000247596	TWF2
ENSG00000247626.4	ENSG00000247626	MARS2
ENSG00000247627.2	ENSG00000247627	MTND4P12
ENSG00000247679.2	ENSG00000247679	AC139795.2
ENSG00000247708.7	ENSG00000247708	STX18-AS1
ENSG00000247728.2	ENSG00000247728	AC091057.1
ENSG00000247735.2	ENSG00000247735	AC120114.1
ENSG00000247746.4	ENSG00000247746	USP51
ENSG00000247765.2	ENSG00000247765	AC068446.2
ENSG00000247774.6	ENSG00000247774	PCED1B-AS1
ENSG00000247796.2	ENSG00000247796	AC008966.1
ENSG00000247828.7	ENSG00000247828	TMEM161B-AS1
ENSG00000247934.4	ENSG00000247934	AC022364.1
ENSG00000247970.2	ENSG00000247970	AL160313.1
ENSG00000248008.2	ENSG00000248008	NRAV
ENSG00000248015.6	ENSG00000248015	AC005329.1
ENSG00000248019.2	ENSG00000248019	FAM13A-AS1
ENSG00000248049.6	ENSG00000248049	UBA6-AS1
ENSG00000248079.2	ENSG00000248079	DPH6-AS1
ENSG00000248092.7	ENSG00000248092	NNT-AS1
ENSG00000248098.11	ENSG00000248098	BCKDHA
ENSG00000248124.7	ENSG00000248124	RRN3P1
ENSG00000248161.5	ENSG00000248161	AC098487.1
ENSG00000248275.1	ENSG00000248275	TRIM52-AS1
ENSG00000248309.7	ENSG00000248309	MEF2C-AS1
ENSG00000248333.8	ENSG00000248333	CDK11B
ENSG00000248334.6	ENSG00000248334	WHAMMP2
ENSG00000248383.4	ENSG00000248383	PCDHAC1
ENSG00000248429.5	ENSG00000248429	AC098679.1
ENSG00000248441.6	ENSG00000248441	LINC01197
ENSG00000248469.1	ENSG00000248469	AC139491.1
ENSG00000248477.6	ENSG00000248477	AC139495.1
ENSG00000248483.6	ENSG00000248483	POU5F2
ENSG00000248485.1	ENSG00000248485	PCP4L1
ENSG00000248487.8	ENSG00000248487	ABHD14A
ENSG00000248508.6	ENSG00000248508	SRP14-AS1
ENSG00000248527.1	ENSG00000248527	MTATP6P1
ENSG00000248540.2	ENSG00000248540	AC010931.2
ENSG00000248587.7	ENSG00000248587	GDNF-AS1
ENSG00000248592.7	ENSG00000248592	TMEM110-MUSTN1
ENSG00000248593.3	ENSG00000248593	DSTNP2
ENSG00000248632.1	ENSG00000248632	AC106872.5
ENSG00000248643.5	ENSG00000248643	RBM14-RBM4
ENSG00000248671.7	ENSG00000248671	ALG1L9P
ENSG00000248713.1	ENSG00000248713	AC083902.2
ENSG00000248738.6	ENSG00000248738	AC037441.1
ENSG00000248858.7	ENSG00000248858	FLJ46284
ENSG00000248859.2	ENSG00000248859	LINC01574
ENSG00000248866.1	ENSG00000248866	USP46-AS1
ENSG00000248890.1	ENSG00000248890	HHIP-AS1
ENSG00000248905.8	ENSG00000248905	FMN1
ENSG00000248919.7	ENSG00000248919	ATP5J2-PTCD1
ENSG00000248932.5	ENSG00000248932	AC097103.2
ENSG00000249042.5	ENSG00000249042	AC008771.1
ENSG00000249087.6	ENSG00000249087	ZNF436-AS1
ENSG00000249109.1	ENSG00000249109	AC140125.2
ENSG00000249115.8	ENSG00000249115	HAUS5
ENSG00000249158.6	ENSG00000249158	PCDHA11
ENSG00000249242.7	ENSG00000249242	TMEM150C
ENSG00000249249.1	ENSG00000249249	AC010226.1
ENSG00000249306.5	ENSG00000249306	LINC01411
ENSG00000249307.5	ENSG00000249307	LINC01088
ENSG00000249335.1	ENSG00000249335	AC093523.1
ENSG00000249348.1	ENSG00000249348	UGDH-AS1
ENSG00000249436.1	ENSG00000249436	AC008780.2
ENSG00000249437.7	ENSG00000249437	NAIP
ENSG00000249456.1	ENSG00000249456	AL731577.2
ENSG00000249459.8	ENSG00000249459	ZNF286B
ENSG00000249471.7	ENSG00000249471	ZNF324B
ENSG00000249550.6	ENSG00000249550	LINC01234
ENSG00000249577.1	ENSG00000249577	AC010424.1
ENSG00000249592.5	ENSG00000249592	AC139887.2
ENSG00000249669.9	ENSG00000249669	CARMN
ENSG00000249673.6	ENSG00000249673	NOP14-AS1
ENSG00000249709.7	ENSG00000249709	ZNF564
ENSG00000249715.11	ENSG00000249715	FER1L5
ENSG00000249751.3	ENSG00000249751	ECSCR
ENSG00000249773.3	ENSG00000249773	AC092647.5
ENSG00000249779.1	ENSG00000249779	AC106800.2
ENSG00000249839.1	ENSG00000249839	AC011330.1
ENSG00000249850.1	ENSG00000249850	KRT18P31
ENSG00000249853.7	ENSG00000249853	HS3ST5
ENSG00000249859.9	ENSG00000249859	PVT1
ENSG00000249884.8	ENSG00000249884	RNF103-CHMP3
ENSG00000249896.2	ENSG00000249896	LINC02495
ENSG00000249898.7	ENSG00000249898	MCPH1-AS1
ENSG00000249915.7	ENSG00000249915	PDCD6
ENSG00000249992.1	ENSG00000249992	TMEM158
ENSG00000250007.6	ENSG00000250007	AC087457.1
ENSG00000250021.7	ENSG00000250021	C15orf38-AP3S2
ENSG00000250056.5	ENSG00000250056	LINC01018
ENSG00000250067.11	ENSG00000250067	YJEFN3
ENSG00000250120.6	ENSG00000250120	PCDHA10
ENSG00000250132.6	ENSG00000250132	AC004803.1
ENSG00000250138.4	ENSG00000250138	AC139495.3
ENSG00000250151.9	ENSG00000250151	ARPC4-TTLL3
ENSG00000250159.6	ENSG00000250159	AC106791.1
ENSG00000250167.1	ENSG00000250167	AC034206.1
ENSG00000250198.1	ENSG00000250198	LINC02199
ENSG00000250208.6	ENSG00000250208	FZD10-AS1
ENSG00000250222.1	ENSG00000250222	AC008443.5
ENSG00000250241.5	ENSG00000250241	AC105383.1
ENSG00000250251.6	ENSG00000250251	PKD1P6
ENSG00000250264.1	ENSG00000250264	AL669918.1
ENSG00000250299.5	ENSG00000250299	MRPS31P4
ENSG00000250303.3	ENSG00000250303	AP002884.3
ENSG00000250305.8	ENSG00000250305	KIAA1456
ENSG00000250312.6	ENSG00000250312	ZNF718
ENSG00000250317.8	ENSG00000250317	SMIM20
ENSG00000250366.2	ENSG00000250366	TUNAR
ENSG00000250397.2	ENSG00000250397	AP006623.1
ENSG00000250461.1	ENSG00000250461	AC122718.1
ENSG00000250462.8	ENSG00000250462	LRRC37BP1
ENSG00000250479.8	ENSG00000250479	CHCHD10
ENSG00000250486.3	ENSG00000250486	FAM218A
ENSG00000250490.1	ENSG00000250490	LINC02145
ENSG00000250506.7	ENSG00000250506	CDK3
ENSG00000250510.7	ENSG00000250510	GPR162
ENSG00000250565.6	ENSG00000250565	ATP6V1E2
ENSG00000250571.6	ENSG00000250571	GLI4
ENSG00000250584.2	ENSG00000250584	LINC01511
ENSG00000250616.2	ENSG00000250616	AC012645.1
ENSG00000250644.3	ENSG00000250644	AC068580.4
ENSG00000250686.2	ENSG00000250686	AL049544.1
ENSG00000250687.6	ENSG00000250687	AC146944.2
ENSG00000250722.5	ENSG00000250722	SELENOP
ENSG00000250742.2	ENSG00000250742	LINC02381
ENSG00000250770.3	ENSG00000250770	AC005865.2
ENSG00000250786.1	ENSG00000250786	SNHG18
ENSG00000250790.4	ENSG00000250790	AC127070.3
ENSG00000250802.6	ENSG00000250802	ZBED3-AS1
ENSG00000250878.3	ENSG00000250878	METTL21EP
ENSG00000250899.3	ENSG00000250899	AC125807.2
ENSG00000250903.8	ENSG00000250903	GMDS-AS1
ENSG00000250988.7	ENSG00000250988	SNHG21
ENSG00000251022.6	ENSG00000251022	THAP9-AS1
ENSG00000251136.8	ENSG00000251136	AF117829.1
ENSG00000251141.5	ENSG00000251141	AC093297.2
ENSG00000251192.7	ENSG00000251192	ZNF674
ENSG00000251201.8	ENSG00000251201	TMED7-TICAM2
ENSG00000251247.10	ENSG00000251247	ZNF345
ENSG00000251322.7	ENSG00000251322	SHANK3
ENSG00000251349.3	ENSG00000251349	MSANTD3-TMEFF1
ENSG00000251369.8	ENSG00000251369	ZNF550
ENSG00000251372.5	ENSG00000251372	LINC00499
ENSG00000251396.6	ENSG00000251396	LINC01301
ENSG00000251429.1	ENSG00000251429	AC098679.3
ENSG00000251432.6	ENSG00000251432	AC108062.1
ENSG00000251442.5	ENSG00000251442	LINC01094
ENSG00000251474.6	ENSG00000251474	RPL32P3
ENSG00000251485.1	ENSG00000251485	AC068134.3
ENSG00000251493.4	ENSG00000251493	FOXD1
ENSG00000251503.8	ENSG00000251503	CENPS-CORT
ENSG00000251562.7	ENSG00000251562	MALAT1
ENSG00000251580.1	ENSG00000251580	LINC02482
ENSG00000251595.7	ENSG00000251595	ABCA11P
ENSG00000251600.6	ENSG00000251600	AC139713.2
ENSG00000251602.6	ENSG00000251602	AL928654.2
ENSG00000251615.3	ENSG00000251615	AC104825.2
ENSG00000251634.2	ENSG00000251634	AC145138.1
ENSG00000251660.1	ENSG00000251660	AC007036.3
ENSG00000251661.3	ENSG00000251661	AC136475.1
ENSG00000251664.3	ENSG00000251664	PCDHA12
ENSG00000251669.5	ENSG00000251669	FAM86EP
ENSG00000251791.1	ENSG00000251791	SCARNA6
ENSG00000251867.3	ENSG00000251867	AC009812.1
ENSG00000252010.1	ENSG00000252010	SCARNA5
ENSG00000252481.1	ENSG00000252481	SCARNA13
ENSG00000252690.3	ENSG00000252690	SCARNA15
ENSG00000253106.1	ENSG00000253106	AC090198.1
ENSG00000253159.2	ENSG00000253159	PCDHGA12
ENSG00000253200.1	ENSG00000253200	AC037459.3
ENSG00000253203.6	ENSG00000253203	GUSBP3
ENSG00000253230.8	ENSG00000253230	LINC00599
ENSG00000253250.2	ENSG00000253250	C8orf88
ENSG00000253251.2	ENSG00000253251	AC008560.1
ENSG00000253276.2	ENSG00000253276	CCDC71L
ENSG00000253304.1	ENSG00000253304	TMEM200B
ENSG00000253305.2	ENSG00000253305	PCDHGB6
ENSG00000253320.5	ENSG00000253320	AZIN1-AS1
ENSG00000253336.1	ENSG00000253336	AC018992.1
ENSG00000253352.8	ENSG00000253352	TUG1
ENSG00000253368.3	ENSG00000253368	TRNP1
ENSG00000253457.2	ENSG00000253457	SMIM18
ENSG00000253477.5	ENSG00000253477	AC012213.1
ENSG00000253485.2	ENSG00000253485	PCDHGA5
ENSG00000253537.2	ENSG00000253537	PCDHGA7
ENSG00000253598.1	ENSG00000253598	SLC10A5
ENSG00000253641.5	ENSG00000253641	LINCR-0001
ENSG00000253661.1	ENSG00000253661	ZFHX4-AS1
ENSG00000253710.2	ENSG00000253710	ALG11
ENSG00000253716.5	ENSG00000253716	MINCR
ENSG00000253719.3	ENSG00000253719	ATXN7L3B
ENSG00000253729.7	ENSG00000253729	PRKDC
ENSG00000253731.2	ENSG00000253731	PCDHGA6
ENSG00000253738.1	ENSG00000253738	OTUD6B-AS1
ENSG00000253741.1	ENSG00000253741	AC108002.1
ENSG00000253767.2	ENSG00000253767	PCDHGA8
ENSG00000253771.5	ENSG00000253771	TPTE2P1
ENSG00000253797.2	ENSG00000253797	UTP14C
ENSG00000253816.3	ENSG00000253816	AC138866.1
ENSG00000253846.2	ENSG00000253846	PCDHGA10
ENSG00000253873.5	ENSG00000253873	PCDHGA11
ENSG00000253882.6	ENSG00000253882	AC099548.2
ENSG00000253910.2	ENSG00000253910	PCDHGB2
ENSG00000253948.1	ENSG00000253948	AC104986.2
ENSG00000253953.2	ENSG00000253953	PCDHGB4
ENSG00000253958.1	ENSG00000253958	CLDN23
ENSG00000253982.1	ENSG00000253982	AC100810.1
ENSG00000254004.6	ENSG00000254004	ZNF260
ENSG00000254035.1	ENSG00000254035	AC104117.3
ENSG00000254087.7	ENSG00000254087	LYN
ENSG00000254092.1	ENSG00000254092	AC015468.3
ENSG00000254093.8	ENSG00000254093	PINX1
ENSG00000254122.2	ENSG00000254122	PCDHGB7
ENSG00000254154.8	ENSG00000254154	AL359075.2
ENSG00000254187.1	ENSG00000254187	AC008708.2
ENSG00000254206.5	ENSG00000254206	NPIPB11
ENSG00000254221.2	ENSG00000254221	PCDHGB1
ENSG00000254245.2	ENSG00000254245	PCDHGA3
ENSG00000254343.2	ENSG00000254343	AC091563.1
ENSG00000254377.5	ENSG00000254377	MIR124-2HG
ENSG00000254389.3	ENSG00000254389	RHPN1-AS1
ENSG00000254402.6	ENSG00000254402	LRRC24
ENSG00000254413.8	ENSG00000254413	CHKB-CPT1B
ENSG00000254415.3	ENSG00000254415	SIGLEC14
ENSG00000254427.1	ENSG00000254427	AC103736.1
ENSG00000254445.1	ENSG00000254445	HSPB2-C11orf52
ENSG00000254469.7	ENSG00000254469	AP002495.1
ENSG00000254470.2	ENSG00000254470	AP5B1
ENSG00000254473.1	ENSG00000254473	AL354920.1
ENSG00000254505.9	ENSG00000254505	CHMP4A
ENSG00000254507.2	ENSG00000254507	DEFB131E
ENSG00000254531.1	ENSG00000254531	FLJ20021
ENSG00000254539.1	ENSG00000254539	AC239804.1
ENSG00000254553.1	ENSG00000254553	AL033529.1
ENSG00000254585.2	ENSG00000254585	MAGEL2
ENSG00000254614.2	ENSG00000254614	AP003068.2
ENSG00000254615.2	ENSG00000254615	AC027031.2
ENSG00000254634.4	ENSG00000254634	SMG1P6
ENSG00000254635.5	ENSG00000254635	WAC-AS1
ENSG00000254681.6	ENSG00000254681	PKD1P5
ENSG00000254682.1	ENSG00000254682	AP002387.1
ENSG00000254685.6	ENSG00000254685	FPGT
ENSG00000254701.3	ENSG00000254701	AC138866.2
ENSG00000254703.2	ENSG00000254703	SENCR
ENSG00000254715.3	ENSG00000254715	OR7E154P
ENSG00000254726.2	ENSG00000254726	MEX3A
ENSG00000254746.5	ENSG00000254746	AC103855.2
ENSG00000254772.9	ENSG00000254772	EEF1G
ENSG00000254783.1	ENSG00000254783	AP003084.1
ENSG00000254788.7	ENSG00000254788	CKLF-CMTM1
ENSG00000254806.5	ENSG00000254806	SYS1-DBNDD2
ENSG00000254837.2	ENSG00000254837	AP001372.2
ENSG00000254838.5	ENSG00000254838	GVINP1
ENSG00000254852.8	ENSG00000254852	NPIPA2
ENSG00000254858.9	ENSG00000254858	MPV17L2
ENSG00000254860.5	ENSG00000254860	TMEM9B-AS1
ENSG00000254870.5	ENSG00000254870	ATP6V1G2-DDX39B
ENSG00000254876.5	ENSG00000254876	AL590705.5
ENSG00000254901.7	ENSG00000254901	BORCS8
ENSG00000254911.3	ENSG00000254911	SCARNA9
ENSG00000254929.6	ENSG00000254929	AL591684.2
ENSG00000254944.1	ENSG00000254944	ATP5F1P5
ENSG00000254986.7	ENSG00000254986	DPP3
ENSG00000254995.4	ENSG00000254995	STX16-NPEPL1
ENSG00000254996.5	ENSG00000254996	ANKHD1-EIF4EBP3
ENSG00000254999.3	ENSG00000254999	BRK1
ENSG00000255020.1	ENSG00000255020	AF131216.3
ENSG00000255036.6	ENSG00000255036	AL512590.3
ENSG00000255087.2	ENSG00000255087	AP001993.1
ENSG00000255104.8	ENSG00000255104	AC005324.4
ENSG00000255112.2	ENSG00000255112	CHMP1B
ENSG00000255135.3	ENSG00000255135	AP002360.2
ENSG00000255150.2	ENSG00000255150	EID3
ENSG00000255153.1	ENSG00000255153	TOLLIP-AS1
ENSG00000255154.7	ENSG00000255154	HTD2
ENSG00000255182.2	ENSG00000255182	AC084125.2
ENSG00000255197.5	ENSG00000255197	AC090559.1
ENSG00000255198.4	ENSG00000255198	SNHG9
ENSG00000255200.1	ENSG00000255200	PGAM1P8
ENSG00000255224.1	ENSG00000255224	AC109322.1
ENSG00000255248.7	ENSG00000255248	MIR100HG
ENSG00000255284.1	ENSG00000255284	AP006621.3
ENSG00000255302.4	ENSG00000255302	EID1
ENSG00000255310.2	ENSG00000255310	AF131215.5
ENSG00000255330.9	ENSG00000255330	SOGA3
ENSG00000255339.6	ENSG00000255339	AL133352.1
ENSG00000255346.9	ENSG00000255346	NOX5
ENSG00000255366.1	ENSG00000255366	AC120036.5
ENSG00000255389.1	ENSG00000255389	Z97989.1
ENSG00000255408.3	ENSG00000255408	PCDHA3
ENSG00000255423.1	ENSG00000255423	EBLN2
ENSG00000255455.2	ENSG00000255455	AP003486.1
ENSG00000255468.6	ENSG00000255468	AP001107.9
ENSG00000255471.1	ENSG00000255471	AP001528.2
ENSG00000255495.1	ENSG00000255495	AC145124.1
ENSG00000255508.7	ENSG00000255508	AP002990.1
ENSG00000255529.7	ENSG00000255529	POLR2M
ENSG00000255537.1	ENSG00000255537	AP000708.1
ENSG00000255545.7	ENSG00000255545	AP004608.1
ENSG00000255559.1	ENSG00000255559	ZNF252P-AS1
ENSG00000255561.6	ENSG00000255561	FDXACB1
ENSG00000255571.8	ENSG00000255571	MIR9-3HG
