ensembl_id	ensembl_base	gene_symbol
ENSG00000126822.16	ENSG00000126822	PLEKHG3
ENSG00000126858.16	ENSG00000126858	RHOT1
ENSG00000126860.11	ENSG00000126860	EVI2A
ENSG00000126861.4	ENSG00000126861	OMG
ENSG00000126870.15	ENSG00000126870	WDR60
ENSG00000126878.12	ENSG00000126878	AIF1L
ENSG00000126882.12	ENSG00000126882	FAM78A
ENSG00000126883.16	ENSG00000126883	NUP214
ENSG00000126903.15	ENSG00000126903	SLC10A3
ENSG00000126934.13	ENSG00000126934	MAP2K2
ENSG00000126945.8	ENSG00000126945	HNRNPH2
ENSG00000126947.12	ENSG00000126947	ARMCX1
ENSG00000126950.7	ENSG00000126950	TMEM35A
ENSG00000126953.5	ENSG00000126953	TIMM8A
ENSG00000126970.15	ENSG00000126970	ZC4H2
ENSG00000127022.14	ENSG00000127022	CANX
ENSG00000127054.20	ENSG00000127054	INTS11
ENSG00000127080.9	ENSG00000127080	IPPK
ENSG00000127081.13	ENSG00000127081	ZNF484
ENSG00000127083.7	ENSG00000127083	OMD
ENSG00000127084.17	ENSG00000127084	FGD3
ENSG00000127124.14	ENSG00000127124	HIVEP3
ENSG00000127125.8	ENSG00000127125	PPCS
ENSG00000127152.17	ENSG00000127152	BCL11B
ENSG00000127184.12	ENSG00000127184	COX7C
ENSG00000127191.17	ENSG00000127191	TRAF2
ENSG00000127220.5	ENSG00000127220	ABHD8
ENSG00000127241.16	ENSG00000127241	MASP1
ENSG00000127249.14	ENSG00000127249	ATP13A4
ENSG00000127252.5	ENSG00000127252	HRASLS
ENSG00000127311.9	ENSG00000127311	HELB
ENSG00000127314.17	ENSG00000127314	RAP1B
ENSG00000127325.18	ENSG00000127325	BEST3
ENSG00000127328.21	ENSG00000127328	RAB3IP
ENSG00000127329.15	ENSG00000127329	PTPRB
ENSG00000127334.10	ENSG00000127334	DYRK2
ENSG00000127337.6	ENSG00000127337	YEATS4
ENSG00000127364.3	ENSG00000127364	TAS2R4
ENSG00000127366.5	ENSG00000127366	TAS2R5
ENSG00000127399.14	ENSG00000127399	LRRC61
ENSG00000127415.12	ENSG00000127415	IDUA
ENSG00000127418.14	ENSG00000127418	FGFRL1
ENSG00000127419.16	ENSG00000127419	TMEM175
ENSG00000127423.10	ENSG00000127423	AUNIP
ENSG00000127445.13	ENSG00000127445	PIN1
ENSG00000127452.8	ENSG00000127452	FBXL12
ENSG00000127463.14	ENSG00000127463	EMC1
ENSG00000127472.10	ENSG00000127472	PLA2G5
ENSG00000127481.14	ENSG00000127481	UBR4
ENSG00000127483.17	ENSG00000127483	HP1BP3
ENSG00000127507.17	ENSG00000127507	ADGRE2
ENSG00000127511.9	ENSG00000127511	SIN3B
ENSG00000127526.14	ENSG00000127526	SLC35E1
ENSG00000127527.13	ENSG00000127527	EPS15L1
ENSG00000127528.5	ENSG00000127528	KLF2
ENSG00000127530.3	ENSG00000127530	OR7C1
ENSG00000127540.11	ENSG00000127540	UQCR11
ENSG00000127554.12	ENSG00000127554	GFER
ENSG00000127561.14	ENSG00000127561	SYNGR3
ENSG00000127564.16	ENSG00000127564	PKMYT1
ENSG00000127578.6	ENSG00000127578	WFIKKN1
ENSG00000127580.15	ENSG00000127580	WDR24
ENSG00000127585.11	ENSG00000127585	FBXL16
ENSG00000127586.16	ENSG00000127586	CHTF18
ENSG00000127588.4	ENSG00000127588	GNG13
ENSG00000127603.24	ENSG00000127603	MACF1
ENSG00000127616.17	ENSG00000127616	SMARCA4
ENSG00000127663.14	ENSG00000127663	KDM4B
ENSG00000127666.9	ENSG00000127666	TICAM1
ENSG00000127720.7	ENSG00000127720	METTL25
ENSG00000127774.6	ENSG00000127774	EMC6
ENSG00000127804.12	ENSG00000127804	METTL16
ENSG00000127824.13	ENSG00000127824	TUBA4A
ENSG00000127837.9	ENSG00000127837	AAMP
ENSG00000127838.13	ENSG00000127838	PNKD
ENSG00000127863.15	ENSG00000127863	TNFRSF19
ENSG00000127870.16	ENSG00000127870	RNF6
ENSG00000127884.4	ENSG00000127884	ECHS1
ENSG00000127903.13	ENSG00000127903	ZNF835
ENSG00000127914.16	ENSG00000127914	AKAP9
ENSG00000127920.5	ENSG00000127920	GNG11
ENSG00000127922.9	ENSG00000127922	SEM1
ENSG00000127946.16	ENSG00000127946	HIP1
ENSG00000127947.15	ENSG00000127947	PTPN12
ENSG00000127948.15	ENSG00000127948	POR
ENSG00000127951.6	ENSG00000127951	FGL2
ENSG00000127952.16	ENSG00000127952	STYXL1
ENSG00000127954.12	ENSG00000127954	STEAP4
ENSG00000127955.15	ENSG00000127955	GNAI1
ENSG00000127957.17	ENSG00000127957	PMS2P3
ENSG00000127980.15	ENSG00000127980	PEX1
ENSG00000127989.13	ENSG00000127989	MTERF1
ENSG00000127990.15	ENSG00000127990	SGCE
ENSG00000127993.15	ENSG00000127993	RBM48
ENSG00000127995.16	ENSG00000127995	CASD1
ENSG00000128000.15	ENSG00000128000	ZNF780B
ENSG00000128011.4	ENSG00000128011	LRFN1
ENSG00000128016.5	ENSG00000128016	ZFP36
ENSG00000128039.10	ENSG00000128039	SRD5A3
ENSG00000128045.6	ENSG00000128045	RASL11B
ENSG00000128050.8	ENSG00000128050	PAICS
ENSG00000128052.8	ENSG00000128052	KDR
ENSG00000128059.8	ENSG00000128059	PPAT
ENSG00000128159.11	ENSG00000128159	TUBGCP6
ENSG00000128185.9	ENSG00000128185	DGCR6L
ENSG00000128191.15	ENSG00000128191	DGCR8
ENSG00000128203.6	ENSG00000128203	ASPHD2
ENSG00000128228.4	ENSG00000128228	SDF2L1
ENSG00000128242.12	ENSG00000128242	GAL3ST1
ENSG00000128245.14	ENSG00000128245	YWHAH
ENSG00000128253.13	ENSG00000128253	RFPL2
ENSG00000128254.13	ENSG00000128254	C22orf24
ENSG00000128266.8	ENSG00000128266	GNAZ
ENSG00000128268.11	ENSG00000128268	MGAT3
ENSG00000128271.21	ENSG00000128271	ADORA2A
ENSG00000128272.14	ENSG00000128272	ATF4
ENSG00000128274.15	ENSG00000128274	A4GALT
ENSG00000128283.6	ENSG00000128283	CDC42EP1
ENSG00000128284.19	ENSG00000128284	APOL3
ENSG00000128285.4	ENSG00000128285	MCHR1
ENSG00000128294.15	ENSG00000128294	TPST2
ENSG00000128298.16	ENSG00000128298	BAIAP2L2
ENSG00000128309.16	ENSG00000128309	MPST
ENSG00000128311.13	ENSG00000128311	TST
ENSG00000128335.13	ENSG00000128335	APOL2
ENSG00000128340.14	ENSG00000128340	RAC2
ENSG00000128346.10	ENSG00000128346	C22orf23
ENSG00000128394.16	ENSG00000128394	APOBEC3F
ENSG00000128408.8	ENSG00000128408	RIBC2
ENSG00000128422.15	ENSG00000128422	KRT17
ENSG00000128463.12	ENSG00000128463	EMC4
ENSG00000128482.15	ENSG00000128482	RNF112
ENSG00000128487.16	ENSG00000128487	SPECC1
ENSG00000128512.20	ENSG00000128512	DOCK4
ENSG00000128513.14	ENSG00000128513	POT1
ENSG00000128524.4	ENSG00000128524	ATP6V1F
ENSG00000128534.7	ENSG00000128534	LSM8
ENSG00000128536.15	ENSG00000128536	CDHR3
ENSG00000128563.13	ENSG00000128563	PRKRIP1
ENSG00000128564.6	ENSG00000128564	VGF
ENSG00000128567.16	ENSG00000128567	PODXL
ENSG00000128573.24	ENSG00000128573	FOXP2
ENSG00000128578.9	ENSG00000128578	STRIP2
ENSG00000128581.15	ENSG00000128581	IFT22
ENSG00000128585.17	ENSG00000128585	MKLN1
ENSG00000128590.4	ENSG00000128590	DNAJB9
ENSG00000128591.15	ENSG00000128591	FLNC
ENSG00000128594.7	ENSG00000128594	LRRC4
ENSG00000128595.16	ENSG00000128595	CALU
ENSG00000128596.16	ENSG00000128596	CCDC136
ENSG00000128602.9	ENSG00000128602	SMO
ENSG00000128604.19	ENSG00000128604	IRF5
ENSG00000128606.12	ENSG00000128606	LRRC17
ENSG00000128607.13	ENSG00000128607	KLHDC10
ENSG00000128609.14	ENSG00000128609	NDUFA5
ENSG00000128626.11	ENSG00000128626	MRPS12
ENSG00000128641.18	ENSG00000128641	MYO1B
ENSG00000128654.13	ENSG00000128654	MTX2
ENSG00000128655.17	ENSG00000128655	PDE11A
ENSG00000128656.13	ENSG00000128656	CHN1
ENSG00000128683.13	ENSG00000128683	GAD1
ENSG00000128694.11	ENSG00000128694	OSGEPL1
ENSG00000128699.13	ENSG00000128699	ORMDL1
ENSG00000128708.12	ENSG00000128708	HAT1
ENSG00000128731.15	ENSG00000128731	HERC2
ENSG00000128739.21	ENSG00000128739	SNRPN
ENSG00000128789.20	ENSG00000128789	PSMG2
ENSG00000128791.11	ENSG00000128791	TWSG1
ENSG00000128805.14	ENSG00000128805	ARHGAP22
ENSG00000128815.19	ENSG00000128815	WDFY4
ENSG00000128829.11	ENSG00000128829	EIF2AK4
ENSG00000128833.12	ENSG00000128833	MYO5C
ENSG00000128849.10	ENSG00000128849	CGNL1
ENSG00000128872.9	ENSG00000128872	TMOD2
ENSG00000128881.16	ENSG00000128881	TTBK2
ENSG00000128886.11	ENSG00000128886	ELL3
ENSG00000128891.15	ENSG00000128891	CCDC32
ENSG00000128908.15	ENSG00000128908	INO80
ENSG00000128915.11	ENSG00000128915	ICE2
ENSG00000128917.6	ENSG00000128917	DLL4
ENSG00000128918.14	ENSG00000128918	ALDH1A2
ENSG00000128923.10	ENSG00000128923	MINDY2
ENSG00000128928.8	ENSG00000128928	IVD
ENSG00000128944.13	ENSG00000128944	KNSTRN
ENSG00000128951.13	ENSG00000128951	DUT
ENSG00000128965.11	ENSG00000128965	CHAC1
ENSG00000128973.12	ENSG00000128973	CLN6
ENSG00000128989.10	ENSG00000128989	ARPP19
ENSG00000129003.15	ENSG00000129003	VPS13C
ENSG00000129007.14	ENSG00000129007	CALML4
ENSG00000129009.12	ENSG00000129009	ISLR
ENSG00000129028.8	ENSG00000129028	THAP10
ENSG00000129038.15	ENSG00000129038	LOXL1
ENSG00000129055.12	ENSG00000129055	ANAPC13
ENSG00000129071.9	ENSG00000129071	MBD4
ENSG00000129083.12	ENSG00000129083	COPB1
ENSG00000129084.17	ENSG00000129084	PSMA1
ENSG00000129103.17	ENSG00000129103	SUMF2
ENSG00000129116.17	ENSG00000129116	PALLD
ENSG00000129128.12	ENSG00000129128	SPCS3
